Timestamp,Temperature,Humidity
2025-01-31 05:06:58,21.841694527491274,72.46073882487534
2025-01-31 05:07:00,23.006325564606936,59.04335943872928
2025-01-31 05:07:02,22.219343632501506,60.92623959968303
2025-01-31 05:07:04,21.81418228097828,50.02082345668714
2025-01-31 05:07:06,20.965583595372333,64.2017206724189
2025-01-31 05:07:08,22.521258791466593,52.1161923467934
2025-01-31 05:07:10,21.063110478838848,63.091360581719286
2025-01-31 05:07:12,24.24241100547456,46.78712462296279
2025-01-31 05:07:14,24.745639323507206,46.37876369364635
2025-01-31 05:07:16,20.684090631780442,56.681189647679744
2025-01-31 05:07:18,23.542075266578653,57.07278060442164
2025-01-31 05:07:20,21.702264438270333,50.72437059650156
2025-01-31 05:07:22,21.976311927657527,45.2638740146676
2025-01-31 05:07:24,24.479176468048628,41.568421568555884
2025-01-31 05:07:26,18.497252407385208,41.00927309151265
2025-01-31 05:07:28,18.609905097910787,50.862011600259024
2025-01-31 05:07:30,18.14152878208228,58.474137686477484
2025-01-31 05:07:32,23.828338918835566,69.04973125224508
2025-01-31 05:07:34,23.447097256648952,58.99486802856036
2025-01-31 05:07:36,24.090085037727732,76.16203277741127
2025-01-31 05:07:38,24.850328395629347,41.40879218301628
2025-01-31 05:07:40,23.594109949517065,47.226424861625375
2025-01-31 05:07:42,21.230355535770524,53.54057971080571
2025-01-31 05:07:44,23.46370423400519,63.099847522604904
2025-01-31 05:07:46,18.82792098108253,74.1094463157577
2025-01-31 05:07:48,22.479447149292668,54.008078078263054
2025-01-31 05:07:50,19.003473011863324,50.7195473001768
2025-01-31 05:07:52,24.612682419347088,42.47556675371583
2025-01-31 05:07:54,21.6529382522505,72.85213910792416
2025-01-31 05:07:56,20.902633579933664,55.18665772826716
2025-01-31 05:07:58,19.851889284732387,62.86200781667738
2025-01-31 05:08:00,23.419635826039517,79.34221672684882
2025-01-31 05:08:02,21.19305232551584,40.06378282417178
2025-01-31 05:08:04,21.97903764208054,45.81800562795464
2025-01-31 05:08:06,18.131528603054488,71.16443976077421
2025-01-31 05:08:08,22.323448479531137,72.20509940831352
2025-01-31 05:08:10,22.28467005905695,70.76988476131021
2025-01-31 05:08:12,22.3185379781233,61.479955641713175
2025-01-31 05:08:14,24.606236549602368,79.15427924092225
2025-01-31 05:08:16,22.772742093724382,55.84738239981282
2025-01-31 05:08:18,20.516555304016503,64.07774792452449
2025-01-31 05:08:20,21.05922367659539,42.534760181953935
2025-01-31 05:08:22,22.883418371490855,56.394297996293545
2025-01-31 05:08:24,18.42157830140489,68.90000350039688
2025-01-31 05:08:26,22.667367008119673,49.54955363082797
2025-01-31 05:08:28,22.694465087327117,77.75310356292593
2025-01-31 05:08:30,19.472677927516887,67.47133470573156
2025-01-31 05:08:32,18.902484083583975,51.50301531430286
2025-01-31 05:08:34,20.207998456469287,70.75995690823426
2025-01-31 05:08:36,20.545975396598358,43.32659087232437
2025-01-31 05:08:38,21.99137739292516,78.99097690041826
2025-01-31 05:08:40,21.070210594236244,41.97141036294234
2025-01-31 05:08:42,24.91861686641458,77.33823564594873
2025-01-31 05:08:44,18.7143136752362,50.11415510993045
2025-01-31 05:08:46,19.462137292663844,70.31296430763561
2025-01-31 05:08:48,19.129166625194973,40.00294797732424
2025-01-31 05:08:50,22.57175827825779,50.16960356718399
2025-01-31 05:08:52,19.773041217778474,69.9640242659888
2025-01-31 05:08:54,21.264175409994145,61.29344283589289
2025-01-31 05:08:56,19.71097914401122,44.598085985484595
2025-01-31 05:08:58,19.112787085518637,55.74518983349101
2025-01-31 05:09:00,18.772625988150136,55.0219742033817
2025-01-31 05:09:02,22.594307126256915,62.72648976723799
2025-01-31 05:09:04,18.967280659440295,66.71908289840871
2025-01-31 05:09:06,19.376076531760376,73.63320969649
2025-01-31 05:09:08,20.58107619462675,59.889255879094904
2025-01-31 05:09:10,23.746952608935544,55.6808686922068
2025-01-31 05:09:12,18.679708930551428,45.75906136381527
2025-01-31 05:09:14,23.865614352491626,72.1929185995889
2025-01-31 05:09:16,18.672688855257743,68.5348162165824
2025-01-31 05:09:18,24.83521625509377,56.34709589818741
2025-01-31 05:09:20,21.28055841153391,60.73729239770678
2025-01-31 05:09:22,24.83732761733236,66.60731377647555
2025-01-31 05:09:24,22.23391863821532,46.59222359390151
2025-01-31 05:09:26,23.17484505578811,41.08791177631681
2025-01-31 05:09:28,18.274314545780246,52.700147967467416
2025-01-31 05:09:30,19.979648738034868,63.82340078544652
2025-01-31 05:09:32,18.841375928492184,59.46424365125835
2025-01-31 05:09:34,20.072981382655016,67.70218507452509
2025-01-31 05:09:36,18.831094032679708,72.7875922229814
2025-01-31 05:09:38,20.22588225575783,59.53769866921104
2025-01-31 05:09:40,20.89984096160269,45.370680948712995
2025-01-31 05:09:42,18.44903247444149,74.02511999195863
